ID,Data Fato,Bairro,Descricao Subclasse Natureza,Tentado Consumado,Descricao Meio Utilizado,Idade Aparente,Raca Cor,Escolaridade,Classificacao,Tipo,N de casos Total,N de casos Fatais,N de bairros Divisa
4122,23/05/2023,9,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,78.0,BRANCA,OUTROS   ESCOLARIDADE,POSSIVEL FATAL,1,,,
4123,23/05/2023,1,PERSEGUICAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,50.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
4124,23/05/2023,18,ESTELIONATO,CONSUMADO,ABUSO DE CONFIANCA,76.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
4125,23/05/2023,26,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,23.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4126,23/05/2023,137,ESTELIONATO,CONSUMADO,FRAUDE,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4127,23/05/2023,155,DIVULGACAO CENA ESTUPRO E IMAGEM NUDEZ  SEXO OU PO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,24.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,
4128,23/05/2023,107,APROPRIACAO DE COISA HAVIDA POR ERRO  COISA ACHADA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,35.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
4129,23/05/2023,36,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,34.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4130,23/05/2024,125,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,40.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4131,23/05/2024,9,ESTELIONATO,CONSUMADO,FRAUDE,43.0,BRANCA,DOUTORADO,NAO FATAL,1,,,
4132,23/05/2024,18,ESTELIONATO,CONSUMADO,FRAUDE,59.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4133,23/05/2024,18,ESTELIONATO,CONSUMADO,FRAUDE,34.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,
4134,23/05/2024,11,ESTELIONATO,CONSUMADO,FRAUDE,26.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4135,23/05/2024,21,AMEACA,CONSUMADO,FALA,57.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,
4136,23/06/2023,125,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,58.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
4137,23/06/2023,137,AMEACA,CONSUMADO,FALA,37.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
4138,23/06/2023,34,AMEACA,CONSUMADO,FALA,55.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4139,23/06/2023,156,AMEACA,CONSUMADO,FALA,57.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,
4140,23/06/2023,155,FURTO,CONSUMADO,ABUSO DE CONFIANCA,31.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
4141,23/06/2023,11,AMEACA,CONSUMADO,FALA,22.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
4142,23/06/2023,126,INJURIA,CONSUMADO,FALA,22.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4143,23/06/2024,73,AMEACA,CONSUMADO,FALA,35.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4144,23/06/2024,128,AMEACA,CONSUMADO,FALA,34.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4145,23/06/2024,109,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,27.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4146,23/06/2024,107,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,39.0,PRETO,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,
4147,23/07/2023,145,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,38.0,BRANCA,POS GRADUACAO,POSSIVEL FATAL,1,,,
4148,23/07/2023,52,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,36.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,
4149,23/07/2023,68,AMEACA,CONSUMADO,FALA,50.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4150,23/07/2023,17,FURTO,CONSUMADO,MEIO DESCONHECIDO,52.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
4151,23/07/2023,96,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,29.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4152,23/07/2023,35,LESAO CORPORAL,CONSUMADO,ARMAS DE FOGO,21.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,
4153,23/07/2023,77,AMEACA,CONSUMADO,FALA,26.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,
4154,23/07/2024,162,AMEACA,CONSUMADO,FALA,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4155,23/07/2024,155,ROUBO,CONSUMADO,AMEACA,45.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4156,23/07/2024,68,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,66.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4157,23/07/2024,99,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,25.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4158,23/07/2024,147,ESTELIONATO,CONSUMADO,MEIO DESCONHECIDO,69.0,PARDA,ANALFABETO,POSSIVEL FATAL,1,,,
4159,23/08/2023,168,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,24.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
4160,23/08/2023,132,IMPORTUNACAO SEXUAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,35.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
4161,23/08/2023,158,ESTELIONATO,CONSUMADO,FRAUDE,21.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,
4162,23/08/2023,104,ESTELIONATO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,34.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,
4163,23/08/2023,68,ESTELIONATO,CONSUMADO,FRAUDE,48.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
4164,23/08/2023,11,ESTELIONATO,CONSUMADO,FRAUDE,23.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,
4165,23/08/2023,128,INJURIA,CONSUMADO,FALA,16.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
4166,23/08/2023,68,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,36.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4167,23/08/2023,181,ESTELIONATO,CONSUMADO,FRAUDE,47.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,
4168,23/08/2023,18,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,30.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
4169,23/08/2023,66,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,19.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4170,23/08/2023,66,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,64.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
4171,23/08/2024,83,AMEACA,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,42.0,BRANCA,POS GRADUACAO,POSSIVEL FATAL,1,,,
4172,23/08/2024,105,ROUBO,CONSUMADO,ARMAS DE FOGO,57.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
4173,23/08/2024,154,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,47.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
4174,23/08/2024,156,AMEACA,CONSUMADO,FALA,34.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
4175,23/09/2023,171,AMEACA,CONSUMADO,FALA,52.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4176,23/09/2023,144,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,28.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,
4177,23/09/2023,76,AMEACA,CONSUMADO,FALA,78.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4178,23/09/2023,125,AMEACA,CONSUMADO,FALA,28.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
4179,23/09/2023,125,AMEACA,CONSUMADO,FALA,19.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
4180,23/09/2023,125,AMEACA,CONSUMADO,FALA,47.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
4181,23/09/2023,164,AMEACA,CONSUMADO,FALA,30.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4182,23/09/2023,171,AMEACA,CONSUMADO,FALA,37.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,
4183,23/09/2023,177,AMEACA,CONSUMADO,FALA,36.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
4184,23/09/2023,136,AMEACA,CONSUMADO,FALA,26.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
4185,23/09/2023,18,ESTELIONATO,CONSUMADO,FRAUDE,34.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
4186,23/09/2023,154,AMEACA,CONSUMADO,FALA,59.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4187,23/09/2023,17,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,55.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
4188,23/09/2023,17,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,26.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4189,23/09/2024,18,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,72.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
4190,23/09/2024,18,DIFAMACAO,CONSUMADO,USO DE SINAIS  GESTOS OU IMAGENS,25.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4191,23/09/2024,98,AMEACA,CONSUMADO,FALA,24.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
4192,23/09/2024,156,AMEACA,CONSUMADO,FALA,27.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,
4193,23/09/2024,109,DIFAMACAO,CONSUMADO,FALA,31.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
4194,23/09/2024,99,ESTELIONATO,CONSUMADO,FRAUDE,50.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4195,23/09/2024,70,VIOLACAO DE DOMICILIO,CONSUMADO,ESCALADA,31.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,
4196,23/09/2024,18,ESTELIONATO,CONSUMADO,FRAUDE,18.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4197,23/09/2024,109,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,38.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4198,23/09/2024,36,IMPORTUNACAO SEXUAL,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,13.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
4199,23/09/2024,17,ESTUPRO DE VULNERAVEL,CONSUMADO,VIOLENCIA OU GRAVE AMEACA,12.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,
4200,23/09/2024,50,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,36.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
4201,23/10/2023,181,AMEACA,CONSUMADO,FALA,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4202,23/10/2023,55,ESTELIONATO,CONSUMADO,FRAUDE,86.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4203,23/10/2023,18,ESTELIONATO,CONSUMADO,FRAUDE,28.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4204,23/10/2023,50,PERSEGUICAO,CONSUMADO,FALA,39.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
4205,23/10/2023,141,ESTELIONATO,CONSUMADO,FRAUDE,55.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,
4206,23/10/2023,34,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,36.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4207,23/10/2023,18,ESTELIONATO,CONSUMADO,FRAUDE,26.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4208,23/10/2023,139,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,42.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4209,23/10/2023,177,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,56.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4210,23/10/2024,68,ESTELIONATO,CONSUMADO,FRAUDE,76.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,
4211,23/10/2024,32,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,30.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
4212,23/10/2024,6,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,42.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4213,23/10/2024,165,AMEACA,CONSUMADO,FALA,44.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4214,23/10/2024,177,AMEACA,CONSUMADO,FALA,50.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4215,23/10/2024,86,AMEACA,CONSUMADO,FALA,26.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
4216,23/11/2023,181,INJURIA,CONSUMADO,FALA,65.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4217,23/11/2023,83,ESTELIONATO,CONSUMADO,FRAUDE,30.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4218,23/11/2023,126,ESTELIONATO,CONSUMADO,FRAUDE,51.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,
4219,23/11/2023,34,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,69.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
4220,23/11/2023,34,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,45.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,
4221,23/11/2023,8,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,63.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
4222,23/11/2024,107,AMEACA,CONSUMADO,FALA,43.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4223,23/11/2024,17,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,37.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4224,23/11/2024,142,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,37.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
4225,23/11/2024,164,ESTELIONATO,CONSUMADO,ABUSO DE CONFIANCA,28.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4226,23/11/2024,75,AMEACA,CONSUMADO,FALA,37.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,
4227,23/11/2024,87,DANO,CONSUMADO,SEM EMPREGO DE INSTRUMENTOS,32.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4228,23/11/2024,132,ROUBO,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,44.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4229,23/11/2024,132,ROUBO,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4230,23/11/2024,142,AMEACA,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,35.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
4231,23/11/2024,142,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,41.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
4232,23/11/2024,80,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,52.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,
4233,23/11/2024,122,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,28.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4234,23/11/2024,142,AMEACA,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,22.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,
4235,23/12/2023,68,DANO,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,29.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4236,23/12/2024,127,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,27.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4237,23/12/2024,152,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,31.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4238,23/12/2024,122,AMEACA,CONSUMADO,FALA,43.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4239,23/12/2024,18,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,20.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4240,23/12/2024,18,AMEACA,CONSUMADO,FALA,22.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4241,23/12/2024,140,ESTELIONATO,CONSUMADO,FRAUDE,49.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,
4242,23/12/2024,159,AMEACA,CONSUMADO,FALA,18.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4243,23/12/2024,142,AMEACA,CONSUMADO,FALA,20.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4244,23/12/2024,171,AMEACA,CONSUMADO,FALA,53.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4245,23/12/2024,128,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,67.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
4246,24/01/2023,18,AMEACA,CONSUMADO,FALA,39.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4247,24/01/2023,64,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,31.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4248,24/01/2023,137,ESTELIONATO,CONSUMADO,FRAUDE,67.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,
4249,24/01/2023,87,ESTELIONATO,CONSUMADO,FRAUDE,23.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,
4250,24/01/2024,154,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,50.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4251,24/01/2024,101,LESAO CORPORAL,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,27.0,BRANCA,SUPERIOR COMPLETO,ALTO RISCO DE FATALIDADE,1,,,
4252,24/01/2024,81,AMEACA,CONSUMADO,FALA,42.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,
4253,24/02/2023,91,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,38.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,
4254,24/02/2023,68,ESTELIONATO,CONSUMADO,FRAUDE,64.0,PARDA,POS GRADUACAO,NAO FATAL,1,,,
4255,24/02/2023,50,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,38.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4256,24/02/2023,81,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,80.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,
4257,24/02/2023,139,AMEACA,CONSUMADO,FALA,39.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,
4258,24/02/2023,107,AMEACA,CONSUMADO,FALA,37.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,
4259,24/02/2023,7,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,23.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,
4260,24/02/2024,177,PERSEGUICAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,28.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4261,24/02/2024,18,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,57.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,
4262,24/02/2024,87,AMEACA,CONSUMADO,FALA,45.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,
4263,24/02/2024,120,DANO,CONSUMADO,VIOLENCIA OU GRAVE AMEACA,43.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4264,24/02/2024,18,AMEACA,CONSUMADO,FALA,29.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,
4265,24/02/2024,141,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,51.0,PRETO,POS GRADUACAO,POSSIVEL FATAL,1,,,
4266,24/02/2024,141,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,18.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,
4267,24/02/2024,58,VIAS DE FATO   AGRESSAO,CONSUMADO,VIOLENCIA OU VIAS DE FATO,38.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
4268,24/02/2024,18,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,44.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,
4269,24/02/2024,87,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,58.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,
