ID,Data Fato,Bairro,Descricao Subclasse Natureza,Tentado Consumado,Descricao Meio Utilizado,Idade Aparente,Raca Cor,Escolaridade
4622,26/05/2024,SANTOS DUMONT,AMEACA,CONSUMADO,FALA,21.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4623,26/06/2023,SAO JUDAS TADEU,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,50.0,BRANCA,ALFABETIZADO
4624,26/06/2023,PLANALTO,ESTELIONATO,CONSUMADO,FRAUDE,62.0,BRANCA,ANALFABETO
4625,26/06/2023,NACOES,ESTELIONATO,CONSUMADO,FRAUDE,35.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
4626,26/06/2023,CENTRO,FURTO,CONSUMADO,CONHECIMENTO TECNICO ESPECIFICO,44.0,BRANCA,ESCOLARIDADE   IGNORADA
4627,26/06/2023,CENTRO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,32.0,PARDA,SUPERIOR INCOMPLETO
4628,26/06/2023,SAO JOAO DE DEUS,AMEACA,CONSUMADO,FALA,35.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4629,26/06/2023,INTERLAGOS,PERSEGUICAO,CONSUMADO,FALA,24.0,BRANCA,SUPERIOR INCOMPLETO
4630,26/06/2023,INTERLAGOS,AMEACA,CONSUMADO,FALA,46.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
4631,26/06/2024,ALTEROSA,AMEACA,CONSUMADO,FALA,56.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4632,26/06/2024,SANTOS DUMONT,APROPRIA DESV BEM PROVENTO PENSAO REND IDOSO,CONSUMADO,MEDIANTE FRAUDE,81.0,BRANCA,ALFABETIZADO
4633,26/06/2024,IPIRANGA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,50.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4634,26/06/2024,ALVORADA,ESTELIONATO,CONSUMADO,FRAUDE,60.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
4635,26/06/2024,SAO LUIZ,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,59.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
4636,26/07/2023,NOVA FORTALEZA,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,34.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4637,26/07/2023,NACOES,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,78.0,BRANCA,ALFABETIZADO
4638,26/07/2023,IPIRANGA,ROUBO,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,39.0,PARDA,SUPERIOR COMPLETO
4639,26/07/2024,ELIZABETH NOGUEIRA,AMEACA,CONSUMADO,FALA,54.0,PARDA,OUTROS   ESCOLARIDADE
4640,26/07/2024,SAGRADA FAMILIA,ROUBO,CONSUMADO,ARMAS DE FOGO,26.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
4641,26/07/2024,JARDIM NOVA AMERICA,ESTELIONATO,CONSUMADO,FRAUDE,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4642,26/07/2024,ICARAI,ESTELIONATO,CONSUMADO,FRAUDE,65.0,BRANCA,SUPERIOR COMPLETO
4643,26/07/2024,CENTRO,ESTELIONATO,CONSUMADO,FRAUDE,48.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4644,26/07/2024,DAVANUZE,ROUBO,CONSUMADO,ARMAS DE FOGO,22.0,PARDA,OUTROS   ESCOLARIDADE
4645,26/07/2024,CENTRO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,61.0,BRANCA,SUPERIOR COMPLETO
4646,26/07/2024,SAGRADA FAMILIA,ROUBO,CONSUMADO,ARMAS DE FOGO,65.0,PARDA,OUTROS   ESCOLARIDADE
4647,26/07/2024,SANTA ROSA,FURTO,CONSUMADO,MEDIANTE FRAUDE,56.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4648,26/07/2024,CENTRO,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,47.0,PRETO,ESCOLARIDADE   IGNORADA
4649,26/08/2023,JARDIM COPACABANA,ESTELIONATO,CONSUMADO,FRAUDE,62.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4650,26/08/2023,LEVINDO DE PAULA PEREIRA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,18.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4651,26/08/2023,CATALAO,LESAO CORPORAL,CONSUMADO,ATO DE SUFOCAR  ENFORCAR  ESTRANGULAR OU ESGA,34.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4652,26/08/2023,JARDINOPOLIS,AMEACA,CONSUMADO,FALA,25.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4653,26/08/2023,PORTO VELHO,CALUNIA,CONSUMADO,FALA,41.0,PARDA,ALFABETIZADO
4654,26/08/2023,CENTRO,DIFAMACAO,CONSUMADO,FALA,51.0,BRANCA,SUPERIOR COMPLETO
4655,26/08/2023,PONTE FUNDA,AMEACA,CONSUMADO,FALA,37.0,BRANCA,SUPERIOR COMPLETO
4656,26/08/2023,VILA DAS ROSEIRAS,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,19.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4657,26/08/2024,HALIM SOUKI,AMEACA,CONSUMADO,FALA,43.0,BRANCA,SUPERIOR COMPLETO
4658,26/08/2024,MANOEL VALINHAS,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,25.0,PARDA,SUPERIOR INCOMPLETO
4659,26/08/2024,CATALAO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,33.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4660,26/08/2024,SAO JOAO DE DEUS,FURTO,CONSUMADO,MEIO DESCONHECIDO,40.0,BRANCA,SUPERIOR COMPLETO
4661,26/08/2024,SAO GERALDO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,50.0,PARDA,ESCOLARIDADE   IGNORADA
4662,26/08/2024,SANTA LUCIA,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,41.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4663,26/09/2023,CENTRO,ESTELIONATO,CONSUMADO,FRAUDE,57.0,BRANCA,SUPERIOR COMPLETO
4664,26/09/2023,CIDADE JARDIM,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,51.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4665,26/09/2023,CENTRO,AMEACA,CONSUMADO,FALA,17.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4666,26/09/2023,BELA VISTA,AMEACA,CONSUMADO,ESCRITA FISICA,20.0,BRANCA,SUPERIOR INCOMPLETO
4667,26/09/2023,CENTRO,AMEACA,CONSUMADO,FALA,26.0,PARDA,SUPERIOR INCOMPLETO
4668,26/09/2023,CENTRO,ESTELIONATO,CONSUMADO,FRAUDE,63.0,BRANCA,SUPERIOR COMPLETO
4669,26/09/2024,ANTONIO FONSECA,ESTELIONATO,CONSUMADO,CONHECIMENTO TECNICO ESPECIFICO,63.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4670,26/09/2024,SANTA LUCIA,ASSEDIO SEXUAL,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,11.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4671,26/09/2024,CATALAO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,52.0,BRANCA,SUPERIOR COMPLETO
4672,26/09/2024,ORION,DANO,CONSUMADO,SEM EMPREGO DE INSTRUMENTOS,53.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4673,26/10/2023,MANOEL VALINHAS,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,45.0,BRANCA,SUPERIOR COMPLETO
4674,26/10/2023,ANCHIETA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,31.0,BRANCA,POS GRADUACAO
4675,26/10/2023,BELA VISTA,APROPRIACAO INDEBITA DE COISA ALHEIA MOVEL,CONSUMADO,ABUSO DE CONFIANCA,43.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4676,26/10/2023,JARDINOPOLIS,ESTELIONATO,CONSUMADO,FRAUDE,49.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4677,26/10/2024,SANTA LUZIA,APROPRIACAO INDEBITA DE COISA ALHEIA MOVEL,CONSUMADO,ABUSO DE CONFIANCA,82.0,BRANCA,ALFABETIZADO
4678,26/10/2024,INTERLAGOS,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,16.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
4679,26/10/2024,JARDIM DOS CANDIDES,AMEACA,CONSUMADO,FALA,40.0,PARDA,ANALFABETO
4680,26/10/2024,SANTA ROSA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,23.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4681,26/10/2024,ICARAI,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,21.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
4682,26/10/2024,SAO MIGUEL,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,48.0,BRANCA,ESCOLARIDADE   IGNORADA
4683,26/10/2024,NITEROI,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,69.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
4684,26/10/2024,JARDINOPOLIS,AMEACA,CONSUMADO,FALA,54.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
4685,26/11/2023,JARDIM CAPITAO SILVA,FURTO,CONSUMADO,MEIO DESCONHECIDO,36.0,BRANCA,POS GRADUACAO
4686,26/11/2023,MARAJO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,30.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4687,26/11/2023,SANTA ROSA,AMEACA,CONSUMADO,FALA,40.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4688,26/11/2023,PORTO VELHO,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,14.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4689,26/11/2023,NOVA FORTALEZA,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,58.0,PARDA,ANALFABETO
4690,26/11/2023,SANTA CLARA,DIFAMACAO,CONSUMADO,FALA,47.0,PRETO,SUPERIOR INCOMPLETO
4691,26/11/2023,SAO FREI GALVAO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,31.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
4692,26/11/2024,NITEROI,ESTELIONATO,CONSUMADO,FRAUDE,72.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4693,26/11/2024,BELA VISTA,FURTO,CONSUMADO,MEIO DESCONHECIDO,66.0,BRANCA,SUPERIOR COMPLETO
4694,26/11/2024,JUSA FONSECA,AMEACA,CONSUMADO,FALA,69.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
4695,26/11/2024,CENTRO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,51.0,BRANCA,SUPERIOR COMPLETO
4696,26/11/2024,JARDINOPOLIS,ESTELIONATO,CONSUMADO,FRAUDE,19.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
4697,26/11/2024,AFONSO PENA,ROUBO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,39.0,PARDA,SUPERIOR INCOMPLETO
4698,26/11/2024,XAVANTE,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,44.0,BRANCA,SUPERIOR INCOMPLETO
4699,26/11/2024,CENTRO,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,35.0,PARDA,ALFABETIZADO
4700,26/12/2023,PORTO VELHO,AMEACA,CONSUMADO,FALA,30.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4701,26/12/2023,VILA BELO HORIZONTE,INVASAO DE DISPOSITIVO INFORMATICO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,32.0,BRANCA,SUPERIOR COMPLETO
4702,26/12/2023,SAO MIGUEL,AMEACA,CONSUMADO,FALA,21.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4703,26/12/2023,SAO FREI GALVAO,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,35.0,BRANCA,ALFABETIZADO
4704,26/12/2023,CENTRO,FURTO,CONSUMADO,ABUSO DE CONFIANCA,69.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
4705,26/12/2024,VILA DAS ROSEIRAS,AMEACA,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,35.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
4706,26/12/2024,INTERLAGOS,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,70.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4707,26/12/2024,NOVA HOLANDA,ROUBO,CONSUMADO,INST CONTUNDENTE CORTANTE PERFURANTE  ARMA BR,20.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4708,26/12/2024,CENTRO,ESTELIONATO,CONSUMADO,FRAUDE,27.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4709,26/12/2024,LAGOA DOS MANDARINS,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,42.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
4710,26/12/2024,NOSSA SENHORA DAS GRACAS,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,29.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
4711,26/12/2024,DEL REY,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,19.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
4712,27/01/2023,JARDIM DOS CANDIDES,CALUNIA,CONSUMADO,FALA,30.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4713,27/01/2023,ICARAI,AMEACA,CONSUMADO,FALA,25.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4714,27/01/2023,PORTO VELHO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,58.0,BRANCA,SUPERIOR COMPLETO
4715,27/01/2023,NITEROI,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,32.0,PARDA,ALFABETIZADO
4716,27/01/2023,SANTA LUCIA,FURTO,CONSUMADO,ABUSO DE CONFIANCA,33.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
4717,27/01/2024,ESPLANADA,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,42.0,BRANCA,SUPERIOR COMPLETO
4718,27/01/2024,ORION,AMEACA,CONSUMADO,FALA,52.0,BRANCA,SUPERIOR COMPLETO
4719,27/01/2024,SAGRADA FAMILIA,INJURIA,CONSUMADO,FALA,59.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4720,27/01/2024,SAGRADA FAMILIA,INJURIA,CONSUMADO,FALA,31.0,PARDA,SUPERIOR INCOMPLETO
4721,27/01/2024,VILA DAS ROSEIRAS,AMEACA,CONSUMADO,FALA,49.0,PARDA,ESCOLARIDADE   IGNORADA
4722,27/01/2024,AFONSO PENA,AMEACA,CONSUMADO,FALA,36.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
4723,27/01/2024,PLANALTO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA COM EMPREGO DE INSTRUMENTOS,36.0,BRANCA,SUPERIOR COMPLETO
4724,27/02/2023,AFONSO PENA,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,17.0,PARDA,ALFABETIZADO
4725,27/02/2023,JARDIM BETANIA,ESTELIONATO,CONSUMADO,FRAUDE,62.0,PARDA,SUPERIOR COMPLETO
4726,27/02/2023,NITEROI,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,66.0,PARDA,SUPERIOR COMPLETO
4727,27/02/2023,CENTRO,AMEACA,CONSUMADO,FALA,56.0,PARDA,SUPERIOR COMPLETO
4728,27/02/2023,NOSSA SENHORA DA CONCEICAO,AMEACA,CONSUMADO,FALA,24.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4729,27/02/2023,SAO SEBASTIAO,AMEACA,CONSUMADO,FALA,17.0,BRANCA,SUPERIOR INCOMPLETO
4730,27/02/2023,ALTEROSA,AMEACA,CONSUMADO,ARMAS DE FOGO,21.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
4731,27/02/2024,ESPLANADA,ESTELIONATO,CONSUMADO,FRAUDE,49.0,BRANCA,SUPERIOR COMPLETO
4732,27/02/2024,MARIA HELENA,ESTELIONATO,CONSUMADO,FRAUDE,32.0,PARDA,ALFABETIZADO
4733,27/02/2024,SAO MIGUEL,INJURIA,CONSUMADO,FALA,51.0,BRANCA,ESCOLARIDADE   IGNORADA
4734,27/02/2024,LEVINDO DE PAULA PEREIRA,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,30.0,BRANCA,POS GRADUACAO
4735,27/02/2024,CENTRO,AMEACA,CONSUMADO,FALA,41.0,BRANCA,SUPERIOR COMPLETO
4736,27/02/2024,OSWALDO MACHADO GONTIJO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,67.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
4737,27/02/2024,NITEROI,ESTELIONATO,CONSUMADO,FRAUDE,40.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4738,27/02/2024,NOSSA SENHORA DA CONCEICAO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,46.0,PARDA,ALFABETIZADO
4739,27/02/2024,OSWALDO MACHADO GONTIJO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,60.0,PRETO,ALFABETIZADO
4740,27/03/2023,BELVEDERE,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,23.0,BRANCA,SUPERIOR INCOMPLETO
4741,27/03/2023,BELVEDERE,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,21.0,PARDA,SUPERIOR INCOMPLETO
4742,27/03/2023,BELVEDERE,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,23.0,PRETO,SUPERIOR INCOMPLETO
4743,27/03/2023,BELVEDERE,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,21.0,BRANCA,SUPERIOR INCOMPLETO
4744,27/03/2023,CENTRO,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,31.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4745,27/03/2023,ESPLANADA,FURTO,CONSUMADO,MEIO DESCONHECIDO,37.0,BRANCA,ESCOLARIDADE   IGNORADA
4746,27/03/2023,BOM PASTOR,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,22.0,BRANCA,SUPERIOR INCOMPLETO
4747,27/03/2023,TERRA AZUL,AMEACA,CONSUMADO,FALA,63.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4748,27/03/2023,TERRA AZUL,AMEACA,CONSUMADO,FALA,40.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
4749,27/03/2023,CIDADE JARDIM,FURTO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,33.0,PRETO,SUPERIOR INCOMPLETO
4750,27/03/2023,CENTRO,DIFAMACAO,CONSUMADO,ESCRITA FISICA,40.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4751,27/03/2023,PORTO VELHO,ESTELIONATO,CONSUMADO,FRAUDE,62.0,BRANCA,ALFABETIZADO
4752,27/03/2023,PORTO VELHO,AMEACA,CONSUMADO,FALA,53.0,PARDA,ESCOLARIDADE   IGNORADA
4753,27/03/2023,PORTO VELHO,AMEACA,CONSUMADO,FALA,75.0,PARDA,ESCOLARIDADE   IGNORADA
4754,27/03/2023,PORTO VELHO,AMEACA,CONSUMADO,FALA,37.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU 
4755,27/03/2023,VILA BELO HORIZONTE,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,28.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU 
4756,27/03/2023,TIETE,AMEACA,CONSUMADO,FALA,26.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4757,27/04/2023,DAVANUZE,DIVULGACAO CENA ESTUPRO E IMAGEM NUDEZ  SEXO OU PO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,24.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4758,27/04/2023,CIDADE JARDIM,ESTELIONATO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,40.0,BRANCA,ALFABETIZADO
4759,27/04/2023,PARAISO,ESTELIONATO,CONSUMADO,FRAUDE,43.0,BRANCA,SUPERIOR COMPLETO
4760,27/04/2023,NILDA BARROS,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,24.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4761,27/04/2024,ESPLANADA,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,44.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4762,27/04/2024,CENTRO,VIAS DE FATO   AGRESSAO,CONSUMADO,VIOLENCIA OU VIAS DE FATO,34.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4763,27/04/2024,CENTRO,AMEACA,CONSUMADO,FALA,55.0,PRETO,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4764,27/04/2024,ANTONIO FONSECA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,38.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4765,27/04/2024,CENTRO,FURTO,CONSUMADO,ABUSO DE CONFIANCA,30.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4766,27/04/2024,CENTRO,LESAO CORPORAL,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,43.0,BRANCA,SUPERIOR COMPLETO
4767,27/04/2024,MANOEL VALINHAS,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,42.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4768,27/04/2024,CENTRO,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,40.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4769,27/05/2023,VILA CRUZEIRO,LESAO CORPORAL,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,46.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4770,27/05/2023,CENTRO,AMEACA,CONSUMADO,ESCRITA FISICA,18.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU 
4771,27/05/2023,DISTRITO INDUSTRIAL CEL JOVELINO RABELO,AMEACA,CONSUMADO,FALA,26.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU 
4772,27/05/2023,SAO JUDAS TADEU,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,21.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4773,27/05/2023,SAO MIGUEL,DANO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,71.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4774,27/05/2023,FLORERMIDA,VIAS DE FATO   AGRESSAO,CONSUMADO,AGRESSAO FISICA SEM EMPREGO DE INSTRUMENTOS,57.0,PARDA,ALFABETIZADO
4775,27/05/2024,CENTRO,ESTELIONATO,CONSUMADO,FRAUDE,52.0,BRANCA,ESCOLARIDADE   IGNORADA
4776,27/05/2024,CENTRO,AMEACA,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,19.0,PARDA,SUPERIOR INCOMPLETO
4777,27/05/2024,CENTRO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,47.0,PARDA,SUPERIOR COMPLETO
4778,27/05/2024,BOM PASTOR,PERSEGUICAO,CONSUMADO,OUTROS MEIOS  DESCREVER EM CAMPO ESPECIFICO ,19.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU 
4779,27/05/2024,SAO SEBASTIAO,AMEACA,CONSUMADO,FALA,41.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO 
4780,27/05/2024,PADRE EUSTAQUIO,ESTELIONATO,CONSUMADO,MEIO ELETRONICO  INTERNET OU SMS ,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU 
4781,27/05/2024,DONA ROSA,FURTO,CONSUMADO,ARROMBAMENTO ROMPIMENTO DE OBSTACULO,24.0,BRANCA,ALFABETIZADO
4782,27/05/2024,ESPLANADA,AMEACA,CONSUMADO,FALA,48.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO 
4783,27/05/2024,NOSSA SENHORA DAS GRACAS,FURTO,CONSUMADO,ABUSO DE CONFIANCA,26.0,PARDA,ESCOLARIDADE   IGNORADA
